LOAN_ID,CIF_NO,PRODUCTFLAG,BRANCH_ID,EMPID,STATUS,DISBURSAL_DATE,EMI_END_DATE,AMOUNT_FIN,RATE_OF_INTEREST,DPD,EMI_OVERDUE,PRINCIPAL_OUTSTANDING
904362,702720,MFI,16,2037,CLOSED,2024-10-06,2025-09-06,61800.0,19.87,0,0,0.0
904363,702721,MFI,1,2020,ACTIVE,2023-06-13,2023-12-13,89400.0,22.44,32,1,15598.57
904364,702721,MFI,3,2052,CLOSED,2025-05-23,2026-01-23,15400.0,22.42,0,0,0.0
904365,702722,EL,9,2046,CLOSED,2023-07-29,2026-12-29,2517800.0,10.04,0,0,0.0
904366,702723,AL,16,2024,CLOSED,2025-03-24,2026-05-24,684400.0,11.18,0,0,0.0
904367,702724,TWL,7,2010,CLOSED,2025-10-01,2027-08-01,31000.0,14.8,0,0,0.0
904368,702724,EL,7,2018,CLOSED,2025-11-26,2030-11-26,2806300.0,10.86,0,0,0.0
904369,702725,PL,25,2013,ACTIVE,2020-06-27,2022-04-27,67800.0,16.73,181,6,20583.03
904370,702725,TWL,20,2031,CLOSED,2023-01-28,2024-03-28,209000.0,13.55,0,0,0.0
904371,702726,TWL,10,2095,CLOSED,2024-11-15,2026-04-15,57500.0,11.82,0,0,0.0
904372,702726,PL,10,2095,CLOSED,2023-08-06,2025-07-06,463400.0,13.41,0,0,0.0
904373,702727,PL,14,2082,CLOSED,2025-04-19,2026-09-19,1395200.0,14.53,0,0,0.0
904374,702727,PL,22,2026,ACTIVE,2025-06-03,2026-07-03,238400.0,14.6,40,1,19698.38
904375,702728,MFI,10,2045,CLOSED,2021-11-30,2022-06-30,10300.0,18.24,0,0,0.0
904376,702728,CL,9,2057,ACTIVE,2024-12-06,2026-04-06,107200.0,12.54,31,1,7234.98
904377,702729,EL,22,2019,CLOSED,2025-10-26,2029-08-26,1392300.0,9.61,0,0,0.0
904378,702729,HL,21,2113,CLOSED,2025-05-03,2031-01-03,4894400.0,9.59,0,0,0.0
904379,702729,GL,15,2015,CLOSED,2025-09-24,2026-05-24,723600.0,8.48,0,0,0.0
904380,702730,AL,13,2029,CLOSED,2018-02-25,2020-03-25,483300.0,11.44,0,0,0.0
904381,702731,EL,4,2115,ACTIVE,2025-10-17,2028-11-17,340600.0,9.47,47,1,10567.29
904382,702731,GL,4,2091,ACTIVE,2025-10-13,2026-09-13,237300.0,8.51,14,1,22343.01
904383,702732,EL,9,2057,CLOSED,2021-10-05,2026-05-05,68400.0,11.69,0,0,0.0
904384,702733,EL,4,2090,CLOSED,2023-05-01,2027-11-01,1548500.0,8.47,0,0,0.0
904385,702733,CL,3,2083,ACTIVE,2023-07-13,2024-05-13,173800.0,12.72,242,8,140490.4
904386,702733,MFI,6,2042,ACTIVE,2025-03-18,2026-04-18,10300.0,18.63,41,2,1721.92
904387,702734,PL,3,2117,CLOSED,2024-11-14,2026-07-14,472900.0,15.07,0,0,0.0
904388,702735,PL,1,2020,ACTIVE,2023-09-02,2024-10-02,624000.0,15.08,6,1,51678.39
904389,702735,EL,18,2098,CLOSED,2022-02-27,2025-05-27,2856200.0,9.39,0,0,0.0
904390,702735,MFI,15,2015,ACTIVE,2018-11-16,2019-06-16,7400.0,20.09,51,1,1110.52
904391,702736,GL,19,2109,CLOSED,2023-11-15,2024-05-15,1975300.0,8.52,0,0,0.0
904392,702736,BL,2,2105,ACTIVE,2023-10-27,2025-09-27,1287800.0,16.55,2,1,64828.41
904393,702737,PL,25,2011,CLOSED,2025-11-22,2027-09-22,770900.0,18.53,0,0,0.0
904394,702738,GL,15,2074,CLOSED,2019-10-03,2020-09-03,1834100.0,9.38,0,0,0.0
904395,702739,BL,24,2016,ACTIVE,2024-12-14,2029-10-14,347900.0,17.0,240,8,66389.42
904396,702740,GL,21,2008,CLOSED,2020-06-02,2021-05-02,612400.0,9.38,0,0,0.0
904397,702741,PL,2,2118,CLOSED,2023-11-14,2025-02-14,1318400.0,16.71,0,0,0.0
904398,702741,GL,1,2020,CLOSED,2019-05-26,2019-12-26,848600.0,9.23,0,0,0.0
904399,702742,MFI,2,2104,CLOSED,2019-01-05,2019-08-05,76800.0,20.5,0,0,0.0
904400,702742,TWL,24,2063,CLOSED,2021-12-10,2022-12-10,53900.0,12.36,0,0,0.0
904401,702743,MFI,8,2114,CLOSED,2021-08-04,2022-04-04,78300.0,22.29,0,0,0.0
904402,702743,MFI,19,2081,CLOSED,2019-02-22,2020-01-22,56800.0,22.75,0,0,0.0
904403,702744,TWL,20,2065,CLOSED,2025-03-08,2026-08-08,110600.0,10.79,0,0,0.0
904404,702744,TWL,19,2002,ACTIVE,2021-12-28,2023-12-28,173300.0,10.59,192,6,46808.75
904405,702745,BL,22,2022,CLOSED,2025-09-12,2028-12-12,2164000.0,18.49,0,0,0.0
904406,702745,GL,15,2015,CLOSED,2025-09-21,2026-07-21,167700.0,9.8,0,0,0.0
904407,702746,GL,7,2018,CLOSED,2018-12-05,2019-09-05,1166900.0,8.39,0,0,0.0
904408,702747,TWL,11,2039,ACTIVE,2020-11-16,2022-01-16,51000.0,14.04,243,8,30155.34
904409,702748,TWL,3,2083,CLOSED,2021-06-19,2022-10-19,155800.0,14.84,0,0,0.0
904410,702748,TWL,3,2084,CLOSED,2019-12-31,2021-01-31,135300.0,14.42,0,0,0.0
904411,702749,CL,12,2096,CLOSED,2024-02-25,2024-11-25,316900.0,14.58,0,0,0.0
904412,702749,MFI,13,2107,CLOSED,2025-05-23,2026-04-23,51800.0,20.32,0,0,0.0
904413,702749,PL,13,2007,ACTIVE,2025-03-03,2026-04-03,513600.0,14.92,9,1,42502.67
904414,702750,PL,16,2078,CLOSED,2024-12-21,2026-01-21,578900.0,15.45,0,0,0.0
904415,702750,CL,16,2024,ACTIVE,2023-07-06,2024-05-06,16500.0,14.48,55,1,1740.47
904416,702751,GL,3,2117,ACTIVE,2025-07-04,2026-01-04,811000.0,9.18,62,2,274464.0
904417,702752,BL,25,2013,CLOSED,2021-05-08,2022-07-08,4145800.0,16.91,0,0,0.0
904418,702753,GL,24,2063,ACTIVE,2021-04-03,2021-10-03,15900.0,9.28,12,1,2701.3
904419,702754,GL,19,2116,CLOSED,2021-01-08,2022-01-08,1683000.0,8.29,0,0,0.0
904420,702755,BL,15,2015,CLOSED,2025-11-03,2027-03-03,886800.0,17.61,0,0,0.0
904421,702755,CL,15,2012,CLOSED,2024-09-30,2025-12-30,344700.0,15.65,0,0,0.0
904422,702755,TWL,17,2055,CLOSED,2025-03-31,2027-03-31,284300.0,13.84,0,0,0.0
904423,702756,PL,11,2075,CLOSED,2021-02-15,2022-04-15,800700.0,15.63,0,0,0.0
904424,702757,TWL,16,2078,ACTIVE,2025-08-23,2027-06-23,281300.0,11.63,41,2,28109.75
904425,702758,AL,6,2092,CLOSED,2019-03-26,2022-05-26,1994000.0,11.63,0,0,0.0
904426,702758,GL,5,2035,CLOSED,2021-02-03,2022-01-03,468100.0,10.01,0,0,0.0
904427,702759,GL,18,2120,ACTIVE,2021-11-08,2022-06-08,1047600.0,9.37,234,7,1047600.0
904428,702760,BL,10,2045,CLOSED,2020-11-26,2024-07-26,1363300.0,17.92,0,0,0.0
904429,702760,MFI,8,2114,CLOSED,2018-06-18,2019-03-18,66200.0,21.62,0,0,0.0
904430,702761,AL,4,2115,CLOSED,2025-09-27,2028-06-27,2263000.0,11.54,0,0,0.0
904431,702762,PL,1,2049,CLOSED,2023-08-30,2025-06-30,792000.0,18.41,0,0,0.0
904432,702762,PL,3,2067,CLOSED,2024-02-01,2025-04-01,208600.0,18.66,0,0,0.0
904433,702763,GL,17,2051,ACTIVE,2022-08-25,2023-04-25,86200.0,9.01,102,3,32930.97
904434,702764,PL,21,2066,CLOSED,2018-03-15,2019-07-15,775300.0,15.48,0,0,0.0
904435,702764,TWL,21,2008,CLOSED,2018-05-04,2020-03-04,230800.0,12.88,0,0,0.0
904436,702765,MFI,2,2062,CLOSED,2021-06-03,2021-12-03,13400.0,21.45,0,0,0.0
904437,702766,PL,6,2042,CLOSED,2020-09-27,2022-02-27,247600.0,18.98,0,0,0.0
904438,702767,BL,11,2039,CLOSED,2025-08-30,2027-11-30,1541000.0,16.39,0,0,0.0
904439,702768,BL,18,2040,ACTIVE,2024-08-07,2026-04-07,2513100.0,16.06,32,1,142152.69
904440,702768,CL,16,2037,CLOSED,2025-06-20,2026-09-20,154200.0,13.86,0,0,0.0
904441,702768,PL,17,2058,CLOSED,2022-04-30,2024-02-29,167500.0,14.23,0,0,0.0
904442,702769,GL,23,2023,CLOSED,2019-12-04,2020-07-04,667500.0,8.64,0,0,0.0
904443,702770,HL,7,2079,CLOSED,2019-02-23,2025-09-23,1018600.0,10.22,0,0,0.0
904444,702771,CL,15,2073,CLOSED,2019-10-15,2020-12-15,87100.0,16.32,0,0,0.0
904445,702771,CL,18,2040,ACTIVE,2020-04-05,2021-09-05,225300.0,16.18,49,1,14720.1
904446,702771,TWL,10,2071,CLOSED,2018-06-26,2020-06-26,75600.0,14.39,0,0,0.0
904447,702771,BL,16,2027,ACTIVE,2019-11-24,2022-08-24,4171500.0,18.01,9,1,158829.71
904448,702772,CL,7,2010,CLOSED,2025-06-19,2026-09-19,252400.0,12.64,0,0,0.0
904449,702773,GL,16,2024,CLOSED,2024-11-12,2025-06-12,973800.0,7.53,0,0,0.0
904450,702774,CL,19,2116,ACTIVE,2019-10-05,2021-01-05,407200.0,14.62,43,1,29507.78
904451,702775,PL,20,2065,ACTIVE,2025-11-19,2027-09-19,206300.0,18.03,33,2,21674.24
904452,702776,BL,20,2080,CLOSED,2025-09-12,2028-02-12,184400.0,15.43,0,0,0.0
904453,702777,BL,4,2025,CLOSED,2024-01-02,2028-11-02,4227100.0,18.73,0,0,0.0
904454,702778,AL,17,2028,ACTIVE,2021-05-25,2023-10-25,2132400.0,10.7,11,1,83032.41
904455,702779,TWL,19,2081,ACTIVE,2024-11-11,2026-04-11,131000.0,10.73,41,1,8266.81
904456,702780,HL,23,2023,ACTIVE,2024-06-14,2027-07-14,940100.0,9.95,40,1,29365.47
904457,702781,EL,16,2024,CLOSED,2020-01-24,2023-03-24,1131500.0,9.53,0,0,0.0
904458,702782,CL,19,2111,CLOSED,2020-04-02,2021-10-02,63700.0,15.49,0,0,0.0
904459,702782,CL,13,2054,CLOSED,2024-06-16,2025-11-16,465000.0,15.34,0,0,0.0
904460,702783,CL,25,2013,ACTIVE,2023-06-03,2024-02-03,61600.0,14.09,259,8,61600.0
904461,702783,PL,25,2013,ACTIVE,2020-08-08,2022-07-08,268400.0,14.73,17,1,13302.0
904462,702784,MFI,3,2067,CLOSED,2024-02-20,2025-01-20,14500.0,21.91,0,0,0.0
904463,702784,CL,14,2119,CLOSED,2025-09-11,2026-10-11,447300.0,15.67,0,0,0.0
904464,702785,GL,4,2085,CLOSED,2025-08-29,2026-02-28,183300.0,8.11,0,0,0.0
904465,702786,PL,4,2090,CLOSED,2018-05-22,2019-06-22,518200.0,16.68,0,0,0.0
904466,702786,TWL,1,2049,ACTIVE,2020-05-16,2022-03-16,36900.0,13.39,29,1,1879.88
904467,702787,PL,13,2007,CLOSED,2023-09-12,2024-10-12,348400.0,17.61,0,0,0.0
904468,702788,HL,19,2081,CLOSED,2025-09-02,2029-12-02,2643800.0,9.01,0,0,0.0
904469,702789,MFI,5,2102,CLOSED,2025-03-10,2026-03-10,61700.0,20.94,0,0,0.0
904470,702790,PL,3,2052,ACTIVE,2018-11-06,2020-07-06,561800.0,20.59,36,1,32859.07
904471,702791,MFI,2,2062,ACTIVE,2024-11-21,2025-11-21,22800.0,21.23,45,2,4140.82
904472,702792,CL,20,2065,ACTIVE,2020-11-07,2022-04-07,82400.0,14.77,23,1,5335.82
904473,702793,AL,15,2012,CLOSED,2023-01-11,2024-07-11,585700.0,10.79,0,0,0.0
904474,702793,AL,16,2024,ACTIVE,2022-12-01,2025-01-01,1479000.0,10.95,38,1,65831.91
904475,702794,PL,18,2098,CLOSED,2024-10-31,2026-08-31,615700.0,12.1,0,0,0.0
904476,702794,CL,23,2023,ACTIVE,2022-07-17,2023-11-17,341900.0,12.41,365,12,261626.92
904477,702795,GL,15,2073,CLOSED,2019-11-13,2020-05-13,198600.0,9.52,0,0,0.0
904478,702796,AL,2,2118,ACTIVE,2022-02-03,2025-07-03,1280600.0,11.09,231,7,254184.74
904479,702797,PL,19,2081,CLOSED,2025-06-10,2027-05-10,716500.0,19.65,0,0,0.0
904480,702798,CL,16,2078,CLOSED,2020-10-02,2022-03-02,117900.0,17.17,0,0,0.0
904481,702798,PL,17,2055,ACTIVE,2023-12-19,2025-07-19,904300.0,19.1,51,1,54658.59
904482,702799,TWL,15,2074,ACTIVE,2020-07-29,2022-05-29,188600.0,13.86,44,1,9645.71
904483,702799,BL,20,2080,ACTIVE,2022-05-29,2024-06-29,324100.0,18.05,38,1,15418.12
904484,702799,TWL,1,2004,ACTIVE,2021-05-16,2023-04-16,166900.0,13.93,30,2,16335.18
904485,702799,TWL,9,2057,CLOSED,2025-02-20,2026-09-20,231200.0,13.98,0,0,0.0
904486,702800,TWL,14,2009,CLOSED,2024-09-28,2026-01-28,224200.0,13.14,0,0,0.0
904487,702800,AL,14,2009,ACTIVE,2020-11-13,2024-11-13,1432500.0,11.23,365,12,420209.59
904488,702801,LAP,18,2077,CLOSED,2025-02-27,2029-01-27,8944600.0,12.5,0,0,0.0
904489,702801,PL,15,2074,ACTIVE,2024-09-11,2026-08-11,932100.0,18.7,37,1,47788.54
904490,702801,PL,18,2098,CLOSED,2025-08-01,2026-09-01,1486700.0,18.53,0,0,0.0
904491,702802,CL,14,2050,CLOSED,2019-07-06,2020-04-06,174000.0,15.05,0,0,0.0
904492,702802,PL,14,2082,ACTIVE,2019-12-13,2021-01-13,680200.0,16.65,278,9,483729.27
904493,702803,TWL,16,2024,CLOSED,2025-05-04,2027-02-04,31600.0,12.26,0,0,0.0
904494,702803,EL,17,2051,ACTIVE,2025-11-16,2030-08-16,2541800.0,9.59,83,2,110064.75
904495,702803,GL,15,2015,CLOSED,2025-09-19,2026-09-19,1539300.0,8.56,0,0,0.0
904496,702804,CL,24,2063,ACTIVE,2022-04-04,2022-10-04,47200.0,16.89,194,6,47200.0
904497,702804,AL,24,2063,CLOSED,2022-04-14,2025-06-14,1349500.0,12.05,0,0,0.0
904498,702805,MFI,21,2036,CLOSED,2024-12-31,2025-09-30,5100.0,20.03,0,0,0.0
904499,702806,MFI,21,2066,ACTIVE,2018-01-13,2018-12-13,43700.0,19.84,14,1,4306.39
904500,702806,MFI,13,2094,CLOSED,2018-02-16,2018-11-16,29600.0,19.83,0,0,0.0
904501,702806,TWL,12,2072,CLOSED,2024-06-07,2026-06-07,113900.0,11.85,0,0,0.0
904502,702806,TWL,13,2107,CLOSED,2025-07-07,2027-03-07,30200.0,11.97,0,0,0.0
904503,702807,GL,2,2062,ACTIVE,2020-05-15,2020-12-15,207300.0,8.85,171,5,149155.4
904504,702808,EL,24,2063,ACTIVE,2025-08-10,2029-10-10,1385400.0,9.55,40,1,33428.02
904505,702809,PL,19,2081,CLOSED,2025-02-26,2026-07-26,183600.0,17.6,0,0,0.0
904506,702810,CL,3,2084,ACTIVE,2022-12-02,2023-11-02,341500.0,14.83,29,1,32986.92
904507,702811,AL,2,2106,CLOSED,2019-10-29,2021-02-28,449900.0,10.76,0,0,0.0
904508,702811,LAP,3,2067,CLOSED,2021-07-16,2028-02-16,11579000.0,10.99,0,0,0.0
904509,702812,PL,23,2005,CLOSED,2025-09-01,2027-08-01,224900.0,17.02,0,0,0.0
904510,702812,EL,23,2005,ACTIVE,2022-03-12,2024-07-12,2754100.0,10.04,22,1,109821.66
904511,702812,BL,11,2048,ACTIVE,2023-02-28,2028-02-28,2069100.0,17.43,12,2,101585.52
904512,702813,CL,6,2042,CLOSED,2025-04-02,2026-01-02,96200.0,18.91,0,0,0.0
904513,702814,MFI,24,2063,CLOSED,2018-09-17,2019-03-17,91800.0,22.1,0,0,0.0
904514,702814,AL,4,2085,CLOSED,2021-03-13,2025-03-13,588100.0,11.28,0,0,0.0
904515,702815,AL,21,2008,CLOSED,2021-02-20,2024-04-20,325000.0,9.0,0,0,0.0
904516,702816,GL,23,2069,CLOSED,2025-03-03,2026-01-03,1637400.0,8.99,0,0,0.0
904517,702816,BL,16,2024,ACTIVE,2023-08-20,2027-04-20,3061200.0,17.37,309,10,874387.86
904518,702817,PL,19,2109,CLOSED,2018-02-07,2019-06-07,1311400.0,17.14,0,0,0.0
904519,702817,EL,19,2111,ACTIVE,2022-09-08,2026-01-08,1609500.0,10.14,42,1,47189.4
904520,702818,PL,7,2018,CLOSED,2022-12-26,2024-08-26,873300.0,15.99,0,0,0.0
904521,702819,CL,19,2081,CLOSED,2022-10-14,2023-07-14,347600.0,13.92,0,0,0.0
904522,702819,AL,19,2109,ACTIVE,2020-02-06,2022-12-06,2436900.0,10.02,20,1,81940.97
904523,702820,GL,16,2027,CLOSED,2022-06-30,2023-06-30,1059300.0,8.77,0,0,0.0
904524,702820,BL,7,2010,CLOSED,2021-09-08,2022-10-08,100100.0,16.42,0,0,0.0
904525,702821,MFI,8,2076,CLOSED,2023-06-08,2024-03-08,26800.0,21.45,0,0,0.0
904526,702822,EL,8,2038,CLOSED,2025-04-07,2028-08-07,959500.0,11.21,0,0,0.0
904527,702823,GL,6,2044,CLOSED,2024-08-15,2025-02-15,440300.0,8.9,0,0,0.0
904528,702823,CL,6,2044,CLOSED,2020-05-13,2021-03-13,302800.0,15.67,0,0,0.0
904529,702824,BL,21,2113,CLOSED,2025-06-15,2026-07-15,4514000.0,18.69,0,0,0.0
904530,702824,PL,24,2063,ACTIVE,2025-08-27,2026-12-27,94800.0,18.44,36,1,6626.55
904531,702824,TWL,5,2099,CLOSED,2025-10-14,2027-04-14,230500.0,14.86,0,0,0.0
904532,702825,BL,24,2016,CLOSED,2020-12-25,2023-04-25,2606900.0,18.6,0,0,0.0
904533,702826,GL,3,2067,ACTIVE,2024-12-18,2025-10-18,1802500.0,8.59,224,7,1275184.39
904534,702826,HL,7,2079,CLOSED,2025-06-14,2030-11-14,5841900.0,9.5,0,0,0.0
904535,702827,PL,19,2116,CLOSED,2023-12-06,2025-02-06,975500.0,12.66,0,0,0.0
904536,702828,MFI,10,2101,ACTIVE,2020-02-19,2021-01-19,79000.0,19.94,44,1,7788.09
904537,702829,CL,22,2019,ACTIVE,2024-08-04,2025-09-04,102000.0,16.81,41,1,8517.61
904538,702830,MFI,12,2033,CLOSED,2020-02-08,2020-11-08,80300.0,21.81,0,0,0.0
904539,702830,TWL,16,2024,CLOSED,2021-06-02,2022-10-02,117000.0,14.04,0,0,0.0
904540,702831,EL,16,2037,CLOSED,2022-11-01,2027-04-01,1542200.0,10.75,0,0,0.0
904541,702832,GL,2,2106,CLOSED,2023-05-31,2024-05-31,329800.0,10.28,0,0,0.0
904542,702832,CL,1,2020,ACTIVE,2025-07-11,2026-03-11,21600.0,16.57,172,5,13776.37
904543,702833,PL,1,2004,CLOSED,2025-10-15,2027-09-15,198200.0,18.94,0,0,0.0
904544,702833,MFI,21,2088,ACTIVE,2024-05-02,2024-12-02,18300.0,22.61,43,1,2762.93
904545,702833,TWL,1,2020,CLOSED,2023-12-13,2024-12-13,41000.0,14.99,0,0,0.0
904546,702834,CL,10,2045,ACTIVE,2025-05-13,2026-01-13,421300.0,14.81,24,1,54950.91
904547,702835,BL,7,2018,CLOSED,2025-08-10,2030-05-10,111200.0,16.4,0,0,0.0
904548,702836,PL,7,2087,CLOSED,2023-01-21,2024-12-21,634000.0,14.43,0,0,0.0
904549,702837,TWL,20,2031,CLOSED,2025-12-25,2027-11-25,30100.0,12.62,0,0,0.0
904550,702837,AL,6,2092,CLOSED,2021-10-25,2025-09-25,2716600.0,10.42,0,0,0.0
904551,702838,PL,5,2003,CLOSED,2024-03-09,2025-09-09,805200.0,18.77,0,0,0.0
904552,702838,PL,25,2013,CLOSED,2025-07-01,2027-05-01,273600.0,18.29,0,0,0.0
904553,702839,TWL,19,2081,ACTIVE,2021-01-27,2022-06-27,209200.0,15.34,180,6,79043.59
904554,702840,BL,17,2055,CLOSED,2024-03-25,2029-02-25,4551700.0,15.74,0,0,0.0
904555,702840,PL,16,2027,CLOSED,2022-02-25,2024-02-25,699900.0,13.48,0,0,0.0
904556,702841,LAP,14,2050,CLOSED,2025-01-29,2028-03-29,13523100.0,11.82,0,0,0.0
904557,702841,CL,14,2009,CLOSED,2025-03-11,2026-09-11,22600.0,16.16,0,0,0.0
904558,702842,AL,24,2063,ACTIVE,2024-11-06,2028-07-06,161100.0,9.29,314,10,41553.31
904559,702843,EL,20,2080,CLOSED,2025-08-24,2030-06-24,2279100.0,11.89,0,0,0.0
904560,702844,MFI,11,2075,ACTIVE,2022-04-23,2022-10-23,80500.0,22.62,54,1,14050.75
904561,702844,BL,11,2039,CLOSED,2025-11-13,2028-06-13,2206200.0,18.65,0,0,0.0
904562,702844,GL,11,2039,CLOSED,2022-03-02,2022-10-02,15700.0,9.56,0,0,0.0
904563,702845,PL,12,2086,CLOSED,2023-01-22,2024-01-22,1309500.0,17.67,0,0,0.0
904564,702846,MFI,17,2058,CLOSED,2021-10-22,2022-04-22,62000.0,20.86,0,0,0.0
904565,702846,TWL,13,2094,ACTIVE,2020-07-08,2022-03-08,224800.0,12.56,28,2,24644.36
904566,702847,HL,25,2061,CLOSED,2020-02-11,2023-10-11,522100.0,8.83,0,0,0.0
904567,702847,PL,25,2011,CLOSED,2024-03-10,2025-03-10,377900.0,14.65,0,0,0.0
904568,702847,AL,4,2091,CLOSED,2022-12-26,2026-09-26,1374200.0,10.23,0,0,0.0
904569,702848,PL,13,2107,CLOSED,2022-01-14,2023-04-14,683700.0,17.19,0,0,0.0
904570,702848,HL,8,2038,ACTIVE,2020-03-12,2024-09-12,5777900.0,10.0,55,1,132208.33
904571,702849,PL,25,2011,CLOSED,2018-03-10,2019-07-10,139200.0,14.75,0,0,0.0
904572,702850,GL,17,2055,CLOSED,2024-01-04,2025-01-04,583000.0,9.9,0,0,0.0
904573,702851,AL,18,2040,CLOSED,2018-08-24,2020-02-24,479500.0,11.14,0,0,0.0
904574,702852,TWL,4,2115,CLOSED,2025-03-04,2026-03-04,83800.0,14.68,0,0,0.0
904575,702853,PL,21,2008,CLOSED,2024-05-21,2025-05-21,82500.0,17.11,0,0,0.0
904576,702854,GL,19,2111,ACTIVE,2025-09-21,2026-07-21,1031200.0,9.7,4,1,106895.83
904577,702855,CL,3,2083,CLOSED,2024-11-03,2025-06-03,28800.0,14.51,0,0,0.0
904578,702855,CL,4,2115,ACTIVE,2025-10-14,2027-04-14,22000.0,14.64,152,5,6600.18
904579,702856,GL,5,2099,CLOSED,2023-11-04,2024-08-04,1333200.0,7.0,0,0,0.0
904580,702857,EL,4,2090,CLOSED,2021-03-07,2023-04-07,2351900.0,10.85,0,0,0.0
904581,702858,EL,15,2012,CLOSED,2025-05-21,2028-05-21,81700.0,9.85,0,0,0.0
904582,702858,GL,12,2096,CLOSED,2024-11-18,2025-11-18,1601200.0,9.4,0,0,0.0
904583,702858,BL,13,2107,CLOSED,2025-04-06,2028-07-06,432100.0,17.5,0,0,0.0
904584,702859,CL,12,2017,ACTIVE,2023-09-08,2024-12-08,437100.0,14.42,332,11,328087.1
904585,702860,MFI,20,2065,CLOSED,2019-10-08,2020-04-08,83200.0,21.18,0,0,0.0
904586,702861,PL,23,2041,CLOSED,2022-08-05,2024-04-05,50100.0,12.91,0,0,0.0
904587,702861,CL,15,2073,CLOSED,2024-05-26,2025-09-26,81300.0,13.45,0,0,0.0
904588,702862,GL,11,2039,CLOSED,2024-11-01,2025-09-01,488900.0,9.62,0,0,0.0
904589,702863,MFI,23,2023,ACTIVE,2024-07-26,2025-01-26,25700.0,19.9,33,1,4461.37
904590,702864,PL,17,2058,CLOSED,2021-06-07,2022-12-07,766100.0,17.83,0,0,0.0
904591,702865,PL,21,2113,CLOSED,2022-11-30,2024-11-30,572400.0,14.38,0,0,0.0
904592,702866,MFI,2,2118,CLOSED,2018-12-08,2019-09-08,14500.0,20.77,0,0,0.0
904593,702866,CL,21,2008,ACTIVE,2021-03-01,2021-09-01,183200.0,15.14,36,1,31498.32
904594,702867,PL,5,2003,CLOSED,2025-04-02,2026-07-02,625600.0,15.29,0,0,0.0
904595,702868,TWL,12,2096,ACTIVE,2022-01-05,2024-01-05,272300.0,13.98,61,2,25692.82
904596,702869,TWL,6,2042,CLOSED,2019-07-30,2020-12-30,45600.0,15.24,0,0,0.0
904597,702870,HL,22,2093,CLOSED,2021-05-09,2025-09-09,2800000.0,10.13,0,0,0.0
904598,702870,GL,12,2072,ACTIVE,2020-09-04,2021-03-04,1254900.0,9.55,49,1,213316.54
904599,702870,CL,12,2096,CLOSED,2021-08-31,2022-07-31,368500.0,16.21,0,0,0.0
904600,702871,EL,13,2094,ACTIVE,2023-03-12,2026-08-12,1176200.0,9.59,22,3,99674.75
904601,702871,GL,14,2100,CLOSED,2020-11-24,2021-10-24,169800.0,8.67,0,0,0.0
904602,702872,EL,13,2094,CLOSED,2019-11-23,2024-03-23,1460200.0,10.33,0,0,0.0
904603,702872,TWL,13,2107,CLOSED,2020-04-23,2021-06-23,68900.0,13.31,0,0,0.0
904604,702873,EL,8,2076,CLOSED,2023-02-15,2025-08-15,684000.0,9.41,0,0,0.0
904605,702874,EL,7,2112,CLOSED,2025-06-26,2028-04-26,408800.0,10.73,0,0,0.0
904606,702874,GL,7,2010,ACTIVE,2021-08-11,2022-04-11,1987000.0,10.27,244,8,1987000.0
904607,702874,CL,7,2010,ACTIVE,2023-03-07,2024-08-07,346800.0,16.96,19,2,45222.84
904608,702875,TWL,14,2100,CLOSED,2018-12-25,2020-09-25,142400.0,12.13,0,0,0.0
904609,702875,MFI,1,2049,CLOSED,2019-07-19,2020-07-19,71400.0,20.39,0,0,0.0
904610,702876,BL,3,2052,ACTIVE,2025-12-23,2027-06-23,1042800.0,16.12,12,1,64736.22
904611,702877,GL,1,2020,ACTIVE,2024-01-23,2024-09-23,833700.0,10.77,167,5,528024.52
904612,702877,GL,1,2020,CLOSED,2024-08-05,2025-06-05,165100.0,10.9,0,0,0.0
904613,702878,PL,12,2017,CLOSED,2023-12-14,2025-10-14,84600.0,15.63,0,0,0.0
904614,702879,GL,2,2062,CLOSED,2025-09-02,2026-03-02,43100.0,7.28,0,0,0.0
904615,702879,AL,17,2055,CLOSED,2025-12-28,2027-05-28,148400.0,9.52,0,0,0.0
904616,702880,CL,21,2088,CLOSED,2021-05-14,2021-11-14,13000.0,16.31,0,0,0.0
904617,702881,BL,14,2082,CLOSED,2025-11-11,2028-09-11,4047400.0,15.75,0,0,0.0
904618,702882,TWL,13,2094,ACTIVE,2019-11-03,2021-04-03,51700.0,12.97,365,12,37462.07
904619,702882,EL,23,2069,CLOSED,2020-03-13,2025-02-13,557200.0,10.1,0,0,0.0
904620,702883,GL,12,2072,ACTIVE,2023-05-08,2023-12-08,77700.0,8.2,15,1,11328.06
904621,702883,CL,12,2017,CLOSED,2021-10-18,2023-01-18,282900.0,14.11,0,0,0.0
904622,702883,AL,4,2025,CLOSED,2021-04-13,2023-11-13,583900.0,10.21,0,0,0.0
904623,702884,PL,5,2102,ACTIVE,2023-07-28,2024-12-28,743200.0,16.84,51,1,48759.92
904624,702884,AL,6,2044,ACTIVE,2018-06-19,2020-05-19,444600.0,11.13,365,12,243714.67
904625,702885,PL,16,2024,CLOSED,2025-04-23,2026-04-23,440900.0,17.37,0,0,0.0
904626,702886,HL,25,2013,CLOSED,2022-08-12,2027-12-12,3676000.0,10.1,0,0,0.0
904627,702887,TWL,7,2087,ACTIVE,2023-06-01,2025-03-01,74500.0,13.61,54,1,3961.9
