NPA_ID,LOAN_ID,AS_OF_DATE,NPA_CATEGORY,DPD_AS_OF_DATE,PROVISION_AMT
1121,900744,2026-07-25,REGULAR,26,35.12015
1122,907641,2026-07-25,REGULAR,49,33.71898
1123,904454,2026-07-25,REGULAR,11,207.58103
1124,903039,2026-07-25,REGULAR,39,254.35408
1125,900908,2026-07-25,REGULAR,23,170.95015
1126,900368,2026-07-25,REGULAR,15,331.54783
1127,902346,2026-07-25,REGULAR,51,14.38723
1128,904184,2026-07-25,REGULAR,41,21.9794
1129,900094,2026-07-25,REGULAR,51,47.32443
1130,901152,2026-07-25,NPA,319,55203.80992
1131,901900,2026-07-25,NPA,352,99999.99999
1132,907147,2026-07-25,REGULAR,41,59.9056
1133,905329,2026-07-25,NPA,253,36638.34832
1134,904943,2026-07-25,NPA,122,99999.99999
1135,903403,2026-07-25,NPA,277,99999.99999
1136,905216,2026-07-25,NPA,114,1738.98252
1137,906764,2026-07-25,NPA,180,91641.0
1138,900757,2026-07-25,REGULAR,35,130.13798
1139,907870,2026-07-25,REGULAR,41,177.9829
1140,902145,2026-07-25,REGULAR,43,209.87888
1141,901695,2026-07-25,NPA,127,7946.13568
1142,907310,2026-07-25,REGULAR,41,174.6771
1143,906349,2026-07-25,NPA,245,99999.99999
1144,904195,2026-07-25,NPA,360,68432.8959
1145,902713,2026-07-25,REGULAR,43,7.1922
1146,907280,2026-07-25,REGULAR,48,4.32592
1147,903235,2026-07-25,REGULAR,44,610.283
1148,901959,2026-07-25,REGULAR,38,366.37488
1149,905225,2026-07-25,REGULAR,38,76.60698
1150,905144,2026-07-25,NPA,95,60862.8352
1151,904859,2026-07-25,NPA,224,99999.99999
1152,900681,2026-07-25,REGULAR,46,10.34152
1153,905143,2026-07-25,REGULAR,35,27.7496
1154,900632,2026-07-25,NPA,336,99999.99999
1155,902471,2026-07-25,REGULAR,38,7.57425
1156,906067,2026-07-25,REGULAR,11,17.90287
1157,901709,2026-07-25,NPA,184,99999.99999
1158,900243,2026-07-25,NPA,281,99999.99999
1159,905699,2026-07-25,REGULAR,34,17.82003
1160,904955,2026-07-25,REGULAR,31,151.903
1161,902639,2026-07-25,REGULAR,32,70.8274
1162,901423,2026-07-25,REGULAR,30,108.20183
1163,903603,2026-07-25,REGULAR,61,18.0332
1164,901887,2026-07-25,NPA,131,99999.99999
1165,907710,2026-07-25,NPA,233,99999.99999
1166,906677,2026-07-25,REGULAR,33,49.2701
1167,902882,2026-07-25,REGULAR,43,325.43667
1168,903185,2026-07-25,REGULAR,31,48.05415
1169,905379,2026-07-25,REGULAR,38,11.37255
1170,907752,2026-07-25,REGULAR,30,200.04053
1171,906516,2026-07-25,NPA,330,72878.1102
1172,901092,2026-07-25,NPA,217,99999.99999
1173,902863,2026-07-25,NPA,317,99999.99999
1174,906722,2026-07-25,REGULAR,38,4.7951
1175,905450,2026-07-25,NPA,182,98597.56152
1176,905728,2026-07-25,REGULAR,4,164.38005
1177,907820,2026-07-25,REGULAR,40,32.45645
1178,901782,2026-07-25,REGULAR,37,34.63665
1179,907141,2026-07-25,NPA,152,19923.84972
1180,906482,2026-07-25,REGULAR,36,22.03903
1181,907861,2026-07-25,NPA,283,50705.6
1182,902774,2026-07-25,REGULAR,43,38.14303
1183,906274,2026-07-25,REGULAR,24,36.1374
1184,907780,2026-07-25,REGULAR,14,417.0127
1185,906472,2026-07-25,NPA,200,33292.3891
1186,904433,2026-07-25,NPA,102,5729.98878
1187,902112,2026-07-25,NPA,188,3708.53872
1188,905841,2026-07-25,REGULAR,11,80.79785
1189,905061,2026-07-25,REGULAR,35,799.38023
1190,904042,2026-07-25,REGULAR,1,1270.81918
1191,905555,2026-07-25,REGULAR,35,19.25603
1192,903309,2026-07-25,REGULAR,7,186.15403
1193,903545,2026-07-25,REGULAR,38,199.99732
1194,907713,2026-07-25,NPA,202,99999.99999
1195,905229,2026-07-25,REGULAR,52,65.60348
1196,904649,2026-07-25,REGULAR,83,125.09652
1197,904707,2026-07-25,REGULAR,36,61.19033
1198,901261,2026-07-25,NPA,321,99999.99999
1199,907294,2026-07-25,NPA,341,99999.99999
1200,901001,2026-07-25,NPA,283,99999.99999
1201,904747,2026-07-25,NPA,217,45692.4
1202,900856,2026-07-25,NPA,98,2563.94138
1203,907250,2026-07-25,REGULAR,41,10.3722
1204,902871,2026-07-25,REGULAR,1,271.83783
1205,902538,2026-07-25,NPA,342,99999.99999
1206,907113,2026-07-25,REGULAR,36,376.1246
1207,903064,2026-07-25,REGULAR,31,370.32232
1208,900604,2026-07-25,REGULAR,14,5.6531
1209,907601,2026-07-25,REGULAR,32,595.1419
1210,906910,2026-07-25,REGULAR,37,303.93205
1211,906548,2026-07-25,REGULAR,30,94.91253
1212,901738,2026-07-25,REGULAR,15,36.72107
1213,903078,2026-07-25,NPA,362,99999.99999
1214,905816,2026-07-25,REGULAR,13,268.37953
1215,903563,2026-07-25,REGULAR,31,145.54933
1216,902653,2026-07-25,REGULAR,31,21.09552
1217,900904,2026-07-25,REGULAR,14,8.01503
1218,903623,2026-07-25,REGULAR,43,6.54307
1219,907971,2026-07-25,REGULAR,29,22.11208
1220,901197,2026-07-25,REGULAR,8,90.67167
1221,901258,2026-07-25,NPA,332,99999.99999
1222,900469,2026-07-25,REGULAR,42,8.51197
1223,904494,2026-07-25,REGULAR,83,275.16188
1224,903264,2026-07-25,REGULAR,39,34.22515
1225,905346,2026-07-25,REGULAR,15,11.17305
1226,900268,2026-07-25,NPA,143,10679.58272
1227,904185,2026-07-25,REGULAR,24,52.10775
1228,904847,2026-07-25,REGULAR,22,20.05037
1229,901354,2026-07-25,NPA,188,8525.55072
1230,905081,2026-07-25,REGULAR,23,13.87898
1231,903041,2026-07-25,REGULAR,51,32.11025
1232,905804,2026-07-25,REGULAR,45,201.72175
1233,902897,2026-07-25,REGULAR,15,287.10095
1234,902456,2026-07-25,REGULAR,16,63.2649
1235,901848,2026-07-25,REGULAR,81,4.84277
1236,904716,2026-07-25,NPA,281,8565.2
1237,906320,2026-07-25,REGULAR,10,30.3893
1238,900843,2026-07-25,REGULAR,41,20.9225
1239,903413,2026-07-25,REGULAR,46,2.8462
1240,902755,2026-07-25,REGULAR,2,45.75535
1241,905620,2026-07-25,NPA,313,99999.99999
1242,902313,2026-07-25,REGULAR,84,41.82488
1243,906521,2026-07-25,NPA,229,99999.99999
1244,902683,2026-07-25,WRITE_OFF,365,99999.99999
1245,904659,2026-07-25,REGULAR,38,304.0212
1246,901081,2026-07-25,REGULAR,42,39.9246
1247,907034,2026-07-25,NPA,290,99999.99999
1248,903056,2026-07-25,REGULAR,53,31.09103
1249,904302,2026-07-25,NPA,186,99999.99999
1250,900950,2026-07-25,REGULAR,40,12.3297
1251,904933,2026-07-25,NPA,140,6489.035
1252,903844,2026-07-25,REGULAR,31,37.39043
1253,904709,2026-07-25,REGULAR,4,42.10255
1254,901624,2026-07-25,NPA,112,25067.58002
1255,903752,2026-07-25,NPA,221,60019.66972
1256,901740,2026-07-25,REGULAR,7,88.3867
1257,906062,2026-07-25,REGULAR,39,4.22978
1258,903306,2026-07-25,REGULAR,19,92.01528
1259,907351,2026-07-25,REGULAR,12,195.5472
1260,902465,2026-07-25,NPA,309,86402.24292
1261,901970,2026-07-25,REGULAR,12,198.15695
1262,903472,2026-07-25,REGULAR,13,946.30288
1263,907373,2026-07-25,REGULAR,29,592.88773
1264,902196,2026-07-25,REGULAR,11,461.17287
1265,905628,2026-07-25,REGULAR,1,195.9589
1266,906428,2026-07-25,NPA,319,30204.05376
1267,901473,2026-07-25,REGULAR,21,50.6191
1268,906831,2026-07-25,REGULAR,34,145.14737
1269,906130,2026-07-25,REGULAR,31,53.36028
1270,901992,2026-07-25,REGULAR,10,222.93033
1271,907216,2026-07-25,NPA,90,90059.715
1272,905258,2026-07-25,NPA,220,99999.99999
1273,907960,2026-07-25,REGULAR,55,119.94362
1274,905181,2026-07-25,REGULAR,50,74.62627
1275,901024,2026-07-25,NPA,134,78099.56196
1276,904169,2026-07-25,REGULAR,14,82.84805
1277,900064,2026-07-25,REGULAR,14,7.92617
1278,906500,2026-07-25,REGULAR,48,86.2796
1279,905822,2026-07-25,REGULAR,80,244.84375
1280,902029,2026-07-25,REGULAR,40,9.58217
1281,904666,2026-07-25,REGULAR,46,162.25425
1282,904786,2026-07-25,REGULAR,43,286.2701
1283,905944,2026-07-25,REGULAR,10,40.7962
1284,902728,2026-07-25,NPA,138,99999.99999
1285,903983,2026-07-25,REGULAR,41,11.48348
1286,904741,2026-07-25,WRITE_OFF,365,99999.99999
1287,902307,2026-07-25,REGULAR,14,188.39708
1288,905131,2026-07-25,NPA,217,99999.99999
1289,907753,2026-07-25,REGULAR,34,8.69337
1290,905316,2026-07-25,REGULAR,22,34.669
1291,900219,2026-07-25,REGULAR,40,14.62908
1292,901357,2026-07-25,REGULAR,10,170.05138
1293,905958,2026-07-25,REGULAR,41,104.37105
1294,904560,2026-07-25,REGULAR,54,35.12687
1295,906631,2026-07-25,REGULAR,34,169.899
1296,905490,2026-07-25,NPA,273,33762.66948
1297,902016,2026-07-25,REGULAR,31,170.89753
1298,906364,2026-07-25,REGULAR,19,282.55327
1299,902298,2026-07-25,REGULAR,18,169.70173
1300,906833,2026-07-25,NPA,199,99999.99999
1301,903841,2026-07-25,NPA,191,99999.99999
1302,905523,2026-07-25,REGULAR,15,21.34613
1303,906120,2026-07-25,NPA,320,9745.8846
1304,904031,2026-07-25,REGULAR,79,202.61265
1305,903080,2026-07-25,NPA,182,9508.09156
1306,903624,2026-07-25,NPA,96,4304.94912
1307,902270,2026-07-25,REGULAR,24,156.21825
1308,903665,2026-07-25,REGULAR,45,10.14735
1309,906705,2026-07-25,REGULAR,43,49.7474
1310,906315,2026-07-25,REGULAR,37,16.54985
1311,905617,2026-07-25,REGULAR,3,296.4818
1312,903991,2026-07-25,REGULAR,50,267.82785
1313,902374,2026-07-25,REGULAR,41,68.20185
1314,903285,2026-07-25,REGULAR,74,313.90458
1315,901003,2026-07-25,NPA,351,99999.99999
1316,904259,2026-07-25,WRITE_OFF,365,99999.99999
1317,904544,2026-07-25,REGULAR,43,6.90733
1318,907012,2026-07-25,REGULAR,81,2286.31642
1319,900751,2026-07-25,REGULAR,31,148.52548
1320,900372,2026-07-25,NPA,126,4693.67496
1321,902038,2026-07-25,NPA,240,67868.8515
1322,905852,2026-07-25,REGULAR,49,86.83745
1323,902091,2026-07-25,NPA,183,99999.99999
1324,901533,2026-07-25,NPA,160,4779.7539
1325,901690,2026-07-25,REGULAR,21,294.4351
1326,905428,2026-07-25,REGULAR,42,903.30413
1327,903446,2026-07-25,REGULAR,25,575.1737
1328,900649,2026-07-25,WRITE_OFF,365,99999.99999
1329,903399,2026-07-25,NPA,123,16536.21912
1330,903033,2026-07-25,NPA,245,99999.99999
1331,906573,2026-07-25,NPA,188,6193.4
1332,902724,2026-07-25,REGULAR,40,12.46128
1333,906312,2026-07-25,REGULAR,28,88.49055
1334,900984,2026-07-25,REGULAR,70,100.59267
1335,906991,2026-07-25,REGULAR,26,744.9455
1336,906772,2026-07-25,NPA,181,99999.99999
1337,903268,2026-07-25,NPA,225,26867.1312
1338,906468,2026-07-25,REGULAR,40,530.53485
1339,903491,2026-07-25,REGULAR,61,170.9895
1340,902705,2026-07-25,REGULAR,44,38.3707
1341,901448,2026-07-25,REGULAR,5,51.76385
1342,905171,2026-07-25,REGULAR,26,20.59218
1343,907382,2026-07-25,NPA,304,99999.99999
1344,906720,2026-07-25,NPA,130,34321.4372
1345,907902,2026-07-25,REGULAR,34,72.52275
1346,907511,2026-07-25,NPA,201,99999.99999
1347,906439,2026-07-25,NPA,102,1915.0005
1348,907107,2026-07-25,REGULAR,5,353.08283
1349,901777,2026-07-25,REGULAR,61,294.30925
1350,902487,2026-07-25,REGULAR,26,25.71755
1351,907256,2026-07-25,REGULAR,30,246.64577
1352,904675,2026-07-25,NPA,280,62381.0
1353,906519,2026-07-25,NPA,275,99999.99999
1354,903321,2026-07-25,NPA,283,99999.99999
1355,901793,2026-07-25,NPA,254,11014.95074
1356,900871,2026-07-25,NPA,160,2017.0109
1357,902211,2026-07-25,REGULAR,41,65.70745
1358,900746,2026-07-25,REGULAR,34,6.27065
1359,900155,2026-07-25,NPA,190,9156.539
1360,902629,2026-07-25,REGULAR,53,87.40645
1361,907332,2026-07-25,REGULAR,67,74.268
1362,907882,2026-07-25,REGULAR,20,5.24178
1363,901509,2026-07-25,REGULAR,39,56.47455
1364,904087,2026-07-25,NPA,334,99999.99999
1365,906345,2026-07-25,REGULAR,22,1896.6608
1366,904978,2026-07-25,REGULAR,37,184.87197
1367,904890,2026-07-25,REGULAR,24,39.05418
1368,905170,2026-07-25,REGULAR,41,51.19228
1369,905623,2026-07-25,REGULAR,14,27.72035
1370,903086,2026-07-25,REGULAR,55,692.88025
1371,901886,2026-07-25,REGULAR,78,250.5056
1372,900593,2026-07-25,REGULAR,44,80.024
1373,906916,2026-07-25,REGULAR,39,70.70597
1374,907110,2026-07-25,REGULAR,41,262.99207
1375,906410,2026-07-25,REGULAR,9,36.4774
1376,905486,2026-07-25,REGULAR,22,23.35528
1377,906587,2026-07-25,NPA,224,99999.99999
1378,905133,2026-07-25,NPA,192,15203.52828
1379,902814,2026-07-25,REGULAR,68,142.1624
1380,901454,2026-07-25,REGULAR,38,20.15707
1381,900165,2026-07-25,REGULAR,40,74.50365
1382,904086,2026-07-25,REGULAR,61,54.5249
1383,904054,2026-07-25,REGULAR,44,144.1624
1384,901879,2026-07-25,REGULAR,71,13.18605
1385,903720,2026-07-25,NPA,322,99999.99999
1386,901973,2026-07-25,REGULAR,12,386.57668
1387,907639,2026-07-25,REGULAR,69,395.2145
1388,907555,2026-07-25,REGULAR,52,165.03102
1389,901717,2026-07-25,NPA,307,26455.2
1390,901811,2026-07-25,REGULAR,9,122.46022
1391,904878,2026-07-25,NPA,115,37883.16
1392,906416,2026-07-25,REGULAR,8,27.55798
1393,901165,2026-07-25,NPA,204,99999.99999
1394,901639,2026-07-25,NPA,309,99999.99999
1395,901292,2026-07-25,REGULAR,4,13.5466
1396,904376,2026-07-25,REGULAR,31,18.08745
1397,905990,2026-07-25,REGULAR,42,77.96648
1398,903154,2026-07-25,REGULAR,49,268.0689
1399,907167,2026-07-25,REGULAR,45,5.37613
1400,903279,2026-07-25,REGULAR,45,298.39252
1401,906961,2026-07-25,NPA,205,74981.0034
1402,900247,2026-07-25,REGULAR,32,64.2494
1403,907336,2026-07-25,NPA,183,35517.216
1404,906163,2026-07-25,NPA,175,99999.99999
1405,903096,2026-07-25,REGULAR,41,356.62107
1406,905185,2026-07-25,REGULAR,32,7.8583
1407,907723,2026-07-25,REGULAR,36,51.07235
1408,907434,2026-07-25,REGULAR,36,30.70228
1409,902455,2026-07-25,REGULAR,1,158.24453
1410,901788,2026-07-25,NPA,92,6437.80676
1411,900423,2026-07-25,REGULAR,1,11.38053
1412,906669,2026-07-25,NPA,90,5439.264
1413,906567,2026-07-25,REGULAR,47,13.99797
1414,905939,2026-07-25,REGULAR,45,228.69592
1415,902231,2026-07-25,NPA,156,3066.83178
1416,902410,2026-07-25,REGULAR,41,70.08258
1417,905116,2026-07-25,REGULAR,18,182.81105
1418,906993,2026-07-25,REGULAR,47,2.33345
1419,905357,2026-07-25,REGULAR,51,735.8527
1420,905654,2026-07-25,REGULAR,51,1037.24715
1421,901270,2026-07-25,REGULAR,37,69.93003
1422,901698,2026-07-25,REGULAR,50,99.14808
1423,902974,2026-07-25,REGULAR,39,61.78913
1424,907775,2026-07-25,NPA,249,99999.99999
1425,902086,2026-07-25,NPA,217,8364.12512
1426,903448,2026-07-25,REGULAR,17,644.36373
1427,904476,2026-07-25,NPA,365,99999.99999
1428,906659,2026-07-25,REGULAR,20,50.26698
1429,904966,2026-07-25,REGULAR,40,6.48805
1430,902591,2026-07-25,REGULAR,76,1258.69695
1431,907954,2026-07-25,NPA,123,600.4368
1432,902751,2026-07-25,REGULAR,37,99.4724
1433,905583,2026-07-25,NPA,365,99999.99999
1434,902937,2026-07-25,NPA,201,99999.99999
1435,900612,2026-07-25,REGULAR,5,20.06305
1436,906314,2026-07-25,REGULAR,12,319.02405
1437,900049,2026-07-25,REGULAR,14,111.12122
1438,906743,2026-07-25,NPA,191,21847.5488
1439,907834,2026-07-25,REGULAR,41,42.19273
1440,906381,2026-07-25,REGULAR,55,85.89893
1441,905035,2026-07-25,NPA,274,69660.81094
1442,905501,2026-07-25,NPA,191,73709.48288
1443,902696,2026-07-25,REGULAR,70,45.91783
1444,904584,2026-07-25,NPA,332,99999.99999
1445,901610,2026-07-25,REGULAR,42,246.531
1446,906820,2026-07-25,NPA,247,66651.64656
1447,903542,2026-07-25,REGULAR,10,10.89838
1448,905471,2026-07-25,REGULAR,50,18.0095
1449,907574,2026-07-25,NPA,133,99999.99999
1450,905530,2026-07-25,REGULAR,33,94.46712
1451,906286,2026-07-25,REGULAR,22,32.05098
1452,906604,2026-07-25,REGULAR,44,27.59242
1453,904931,2026-07-25,REGULAR,14,32.08582
1454,902581,2026-07-25,REGULAR,32,742.35732
1455,900377,2026-07-25,REGULAR,32,26.71128
1456,907384,2026-07-25,REGULAR,18,965.32467
1457,906907,2026-07-25,NPA,289,8743.29068
1458,906131,2026-07-25,REGULAR,4,1000.97188
1459,904651,2026-07-25,REGULAR,44,205.40842
1460,903701,2026-07-25,REGULAR,30,122.36243
1461,906199,2026-07-25,NPA,121,99999.99999
1462,903610,2026-07-25,REGULAR,41,647.52948
1463,907827,2026-07-25,REGULAR,36,140.20867
1464,902326,2026-07-25,REGULAR,30,255.20655
1465,907171,2026-07-25,NPA,191,33827.2
1466,907183,2026-07-25,REGULAR,22,274.7686
1467,904182,2026-07-25,REGULAR,45,29.33142
1468,907082,2026-07-25,REGULAR,19,2.93193
1469,903668,2026-07-25,REGULAR,7,118.33635
1470,901237,2026-07-25,NPA,323,99999.99999
1471,905641,2026-07-25,REGULAR,1,108.42685
1472,901636,2026-07-25,NPA,194,99999.99999
1473,906641,2026-07-25,REGULAR,5,69.07965
1474,901681,2026-07-25,REGULAR,1,60.11923
1475,900938,2026-07-25,REGULAR,15,233.07258
1476,903135,2026-07-25,REGULAR,78,544.07898
1477,906926,2026-07-25,REGULAR,52,215.8373
1478,902943,2026-07-25,NPA,242,60052.45502
1479,904832,2026-07-25,REGULAR,42,6.19738
1480,903771,2026-07-25,NPA,202,16571.09476
1481,902469,2026-07-25,REGULAR,32,133.2788
1482,906735,2026-07-25,REGULAR,78,14.49062
1483,902447,2026-07-25,NPA,113,1418.354
1484,906065,2026-07-25,REGULAR,48,151.77703
1485,904503,2026-07-25,NPA,171,46536.4848
1486,907363,2026-07-25,REGULAR,40,152.82657
1487,900731,2026-07-25,REGULAR,12,53.44705
1488,902673,2026-07-25,REGULAR,34,50.0031
1489,906225,2026-07-25,REGULAR,20,132.57005
1490,903855,2026-07-25,REGULAR,45,15.8011
1491,902482,2026-07-25,REGULAR,39,278.5548
1492,900630,2026-07-25,NPA,289,36825.6
1493,904190,2026-07-25,NPA,115,99999.99999
1494,905715,2026-07-25,REGULAR,55,578.4706
1495,905561,2026-07-25,REGULAR,28,84.28558
1496,900179,2026-07-25,REGULAR,33,8.63945
1497,903048,2026-07-25,WRITE_OFF,365,99999.99999
1498,900011,2026-07-25,NPA,193,99999.99999
1499,904698,2026-07-25,REGULAR,14,16.59948
1500,905068,2026-07-25,REGULAR,20,527.38408
1501,904879,2026-07-25,NPA,232,2604.0
1502,906763,2026-07-25,REGULAR,45,60.86403
1503,907664,2026-07-25,REGULAR,55,194.51048
1504,900004,2026-07-25,REGULAR,27,740.69295
1505,900145,2026-07-25,NPA,270,99999.99999
1506,903260,2026-07-25,NPA,226,4683.63452
1507,905611,2026-07-25,REGULAR,32,84.26202
1508,902765,2026-07-25,REGULAR,37,9.68318
1509,901257,2026-07-25,REGULAR,14,3.53515
1510,903325,2026-07-25,REGULAR,45,602.26673
1511,907677,2026-07-25,REGULAR,33,172.01743
1512,907849,2026-07-25,REGULAR,38,161.02535
1513,902013,2026-07-25,REGULAR,19,152.86335
1514,903944,2026-07-25,NPA,262,86495.4233
1515,904299,2026-07-25,WRITE_OFF,365,99999.99999
1516,901314,2026-07-25,REGULAR,15,396.3375
1517,900271,2026-07-25,REGULAR,31,33.57105
1518,901336,2026-07-25,REGULAR,13,214.0063
1519,904499,2026-07-25,REGULAR,14,10.76598
1520,903661,2026-07-25,NPA,140,31965.9975
1521,901103,2026-07-25,NPA,101,50543.40916
1522,903873,2026-07-25,NPA,280,99999.99999
1523,904618,2026-07-25,WRITE_OFF,365,37462.07
1524,903924,2026-07-25,NPA,232,15177.77422
1525,906411,2026-07-25,REGULAR,43,26.0115
1526,900029,2026-07-25,REGULAR,31,112.45177
1527,902359,2026-07-25,REGULAR,14,354.72655
1528,907693,2026-07-25,REGULAR,52,141.22647
1529,901815,2026-07-25,NPA,282,99999.99999
1530,907688,2026-07-25,REGULAR,53,221.41377
1531,900476,2026-07-25,REGULAR,32,109.28985
1532,906265,2026-07-25,REGULAR,7,1276.2737
1533,904813,2026-07-25,REGULAR,53,33.59995
1534,907552,2026-07-25,WRITE_OFF,365,12318.3
1535,903193,2026-07-25,NPA,310,99999.99999
1536,904483,2026-07-25,REGULAR,38,38.5453
1537,905438,2026-07-25,REGULAR,26,2217.06353
1538,901091,2026-07-25,REGULAR,44,20.6856
1539,900635,2026-07-25,NPA,196,99999.99999
1540,902529,2026-07-25,REGULAR,43,457.9129
1541,906781,2026-07-25,REGULAR,32,21.86925
1542,902972,2026-07-25,REGULAR,39,109.52685
1543,903406,2026-07-25,REGULAR,19,127.08048
1544,905835,2026-07-25,REGULAR,29,147.37528
1545,907240,2026-07-25,REGULAR,2,262.08967
1546,902830,2026-07-25,NPA,311,99999.99999
1547,901518,2026-07-25,NPA,272,99999.99999
1548,902669,2026-07-25,REGULAR,39,9.44155
1549,900193,2026-07-25,REGULAR,39,19.1585
1550,905984,2026-07-25,NPA,95,9229.9344
1551,903674,2026-07-25,NPA,258,86534.05932
1552,906322,2026-07-25,REGULAR,16,9.61638
1553,903598,2026-07-25,REGULAR,38,178.77482
1554,900829,2026-07-25,REGULAR,24,9.0967
1555,902103,2026-07-25,NPA,137,46691.3276
1556,901104,2026-07-25,REGULAR,29,3.4514
1557,904205,2026-07-25,REGULAR,5,94.48042
1558,901195,2026-07-25,REGULAR,44,124.89495
1559,904108,2026-07-25,REGULAR,32,151.59518
1560,900518,2026-07-25,NPA,275,99999.99999
1561,903324,2026-07-25,REGULAR,39,51.03017
1562,902667,2026-07-25,REGULAR,42,42.19712
1563,906851,2026-07-25,REGULAR,26,69.18145
1564,903391,2026-07-25,NPA,241,99999.99999
1565,903147,2026-07-25,REGULAR,46,23.00005
1566,904466,2026-07-25,REGULAR,29,4.6997
1567,901011,2026-07-25,REGULAR,7,13.38915
1568,906186,2026-07-25,NPA,145,11559.6026
1569,907327,2026-07-25,NPA,202,99999.99999
1570,907293,2026-07-25,NPA,110,15173.1872
1571,907101,2026-07-25,REGULAR,46,63.11955
1572,905562,2026-07-25,REGULAR,36,359.82218
1573,903144,2026-07-25,NPA,175,41549.9744
1574,900993,2026-07-25,NPA,264,64789.8
1575,905115,2026-07-25,NPA,290,99999.99999
1576,900543,2026-07-25,REGULAR,1,12.87487
1577,906089,2026-07-25,NPA,234,99999.99999
1578,901796,2026-07-25,REGULAR,36,495.5728
1579,903901,2026-07-25,REGULAR,26,408.85365
1580,906778,2026-07-25,REGULAR,9,39.46555
1581,906609,2026-07-25,REGULAR,35,13.97358
1582,906436,2026-07-25,REGULAR,7,71.15632
1583,900438,2026-07-25,NPA,307,14600.0
1584,906324,2026-07-25,NPA,348,26760.63924
1585,907317,2026-07-25,REGULAR,37,271.65685
1586,902475,2026-07-25,REGULAR,25,260.83435
1587,906824,2026-07-25,REGULAR,30,30.13853
1588,905981,2026-07-25,REGULAR,16,19.00777
1589,900707,2026-07-25,REGULAR,37,41.1233
1590,907738,2026-07-25,REGULAR,50,81.40953
1591,906070,2026-07-25,REGULAR,61,140.06155
1592,902910,2026-07-25,REGULAR,19,136.64902
1593,901667,2026-07-25,NPA,302,99999.99999
1594,902404,2026-07-25,REGULAR,37,249.87217
1595,901146,2026-07-25,REGULAR,14,11.4705
1596,901820,2026-07-25,REGULAR,16,314.40268
1597,903471,2026-07-25,NPA,152,15363.74718
1598,907223,2026-07-25,REGULAR,64,22.15095
1599,905046,2026-07-25,NPA,235,20989.43
1600,901083,2026-07-25,REGULAR,1,374.1891
1601,902255,2026-07-25,REGULAR,23,23.89095
1602,902559,2026-07-25,NPA,106,21314.81534
1603,901819,2026-07-25,REGULAR,5,30.0806
1604,903672,2026-07-25,NPA,158,17468.76274
1605,907853,2026-07-25,NPA,115,18801.23
1606,907948,2026-07-25,NPA,355,99999.99999
1607,903709,2026-07-25,REGULAR,43,88.96778
1608,900574,2026-07-25,REGULAR,43,214.8653
1609,905999,2026-07-25,NPA,133,25039.55752
1610,902698,2026-07-25,REGULAR,1,64.54245
1611,900131,2026-07-25,REGULAR,69,8.29523
1612,902511,2026-07-25,REGULAR,38,4.74772
1613,903641,2026-07-25,REGULAR,3,15.33818
1614,907703,2026-07-25,REGULAR,30,87.3903
1615,901428,2026-07-25,REGULAR,19,99.4704
1616,902958,2026-07-25,REGULAR,20,55.88672
1617,903808,2026-07-25,REGULAR,5,170.71975
1618,904902,2026-07-25,REGULAR,43,1360.66467
1619,903104,2026-07-25,REGULAR,12,46.22625
1620,902970,2026-07-25,REGULAR,30,47.4413
1621,900251,2026-07-25,REGULAR,41,275.43053
1622,901839,2026-07-25,REGULAR,39,42.55248
1623,907872,2026-07-25,REGULAR,42,23.04788
1624,901841,2026-07-25,REGULAR,28,397.77905
1625,902993,2026-07-25,REGULAR,38,10.7105
1626,907581,2026-07-25,NPA,293,99999.99999
1627,907772,2026-07-25,REGULAR,24,129.76972
1628,900305,2026-07-25,NPA,306,99999.99999
1629,900610,2026-07-25,NPA,111,13355.23584
1630,906455,2026-07-25,REGULAR,16,73.5043
1631,906214,2026-07-25,REGULAR,14,135.93778
1632,904471,2026-07-25,REGULAR,45,10.35205
1633,900178,2026-07-25,REGULAR,60,64.14135
1634,904787,2026-07-25,REGULAR,30,70.30565
1635,905351,2026-07-25,REGULAR,22,71.45467
1636,905427,2026-07-25,REGULAR,33,17.17023
1637,905026,2026-07-25,REGULAR,77,165.67722
1638,904051,2026-07-25,NPA,365,99999.99999
1639,907401,2026-07-25,NPA,96,503.88966
1640,907808,2026-07-25,REGULAR,39,134.70808
1641,905306,2026-07-25,REGULAR,13,20.72115
1642,905950,2026-07-25,NPA,342,44472.0
1643,900370,2026-07-25,REGULAR,42,123.435
1644,905005,2026-07-25,REGULAR,37,10.76125
1645,907893,2026-07-25,NPA,115,91208.742
1646,906224,2026-07-25,NPA,287,40092.8
1647,904624,2026-07-25,WRITE_OFF,365,99999.99999
1648,904496,2026-07-25,NPA,194,16897.6
1649,904492,2026-07-25,NPA,278,99999.99999
1650,907715,2026-07-25,NPA,248,99999.99999
1651,903384,2026-07-25,NPA,276,99999.99999
1652,900656,2026-07-25,NPA,92,2974.37602
1653,906555,2026-07-25,REGULAR,82,233.53388
1654,904012,2026-07-25,NPA,131,1310.13648
1655,904766,2026-07-25,NPA,97,4280.98548
1656,907942,2026-07-25,REGULAR,62,617.67067
1657,905001,2026-07-25,REGULAR,5,2.0703
1658,902714,2026-07-25,NPA,111,5003.44896
1659,906056,2026-07-25,REGULAR,30,43.23095
1660,903594,2026-07-25,NPA,249,99999.99999
1661,905890,2026-07-25,NPA,365,99999.99999
1662,905080,2026-07-25,REGULAR,14,67.36458
