COLLECTION_ID,LOAN_ID,BUCKET,AGENT_ID,RECOVERY_STATUS,RECOVERY_AMOUNT,FOLLOWUP_DATE
5527,903739,30-60,3002,PENDING,0.0,2026-07-25
5528,903740,30-60,3002,PENDING,0.0,2026-07-25
5529,903746,0-30,3042,PENDING,0.0,2026-06-24
5530,903746,0-30,3042,PENDING,0.0,2026-07-04
5531,903746,0-30,3042,PENDING,0.0,2026-07-14
5532,903746,30-60,3042,PARTIAL,52081.89,2026-07-25
5533,903750,30-60,3011,PENDING,0.0,2026-07-25
5534,903752,0-30,3036,PENDING,0.0,2026-01-12
5535,903752,0-30,3036,PENDING,0.0,2026-02-09
5536,903752,0-30,3036,PARTIAL,20531.06,2026-03-08
5537,903752,0-30,3036,PENDING,0.0,2026-04-05
5538,903752,0-30,3036,PENDING,0.0,2026-05-03
5539,903752,30-60,3036,PENDING,0.0,2026-05-30
5540,903752,60-90,3036,PENDING,0.0,2026-06-27
5541,903752,90+,3036,PENDING,0.0,2026-07-25
5542,903754,0-30,3071,PENDING,0.0,2026-06-26
5543,903754,0-30,3071,PENDING,0.0,2026-07-10
5544,903754,30-60,3071,PARTIAL,3516.74,2026-07-25
5545,903757,0-30,3023,PARTIAL,172820.6,2026-01-23
5546,903757,0-30,3023,PARTIAL,215424.9,2026-02-15
5547,903757,0-30,3023,PARTIAL,246192.92,2026-03-10
5548,903757,0-30,3023,PARTIAL,234060.31,2026-04-02
5549,903757,0-30,3023,PENDING,0.0,2026-04-24
5550,903757,0-30,3023,PARTIAL,265113.66,2026-05-17
5551,903757,30-60,3023,PENDING,0.0,2026-06-09
5552,903757,60-90,3023,PENDING,0.0,2026-07-02
5553,903757,90+,3023,PENDING,0.0,2026-07-25
5554,903763,0-30,3038,PENDING,0.0,2026-07-14
5555,903763,0-30,3038,PENDING,0.0,2026-07-25
5556,903766,30-60,3053,PENDING,0.0,2026-06-18
5557,903766,60-90,3053,PENDING,0.0,2026-07-25
5558,903771,0-30,3039,PENDING,0.0,2026-02-01
5559,903771,0-30,3039,PENDING,0.0,2026-03-02
5560,903771,0-30,3039,PENDING,0.0,2026-03-31
5561,903771,0-30,3039,PENDING,0.0,2026-04-29
5562,903771,30-60,3039,PENDING,0.0,2026-05-28
5563,903771,60-90,3039,PARTIAL,20151.03,2026-06-26
5564,903771,90+,3039,PARTIAL,14012.52,2026-07-25
5565,903775,0-30,3059,PENDING,0.0,2026-07-05
5566,903775,30-60,3059,RECOVERED,50477.76,2026-07-25
5567,903777,0-30,3048,PARTIAL,312647.12,2026-01-06
5568,903777,0-30,3048,PENDING,0.0,2026-01-26
5569,903777,0-30,3048,PENDING,0.0,2026-02-15
5570,903777,0-30,3048,PENDING,0.0,2026-03-07
5571,903777,0-30,3048,PENDING,0.0,2026-03-27
5572,903777,0-30,3048,PENDING,0.0,2026-04-16
5573,903777,0-30,3048,PENDING,0.0,2026-05-06
5574,903777,0-30,3048,PARTIAL,114281.65,2026-05-26
5575,903777,30-60,3048,PENDING,0.0,2026-06-15
5576,903777,60-90,3048,PENDING,0.0,2026-07-05
5577,903777,90+,3048,WRITE_OFF,23374.71,2026-07-25
5578,903783,0-30,3015,PENDING,0.0,2026-06-29
5579,903783,0-30,3015,PENDING,0.0,2026-07-12
5580,903783,30-60,3015,PENDING,0.0,2026-07-25
5581,903796,0-30,3054,PENDING,0.0,2026-07-09
5582,903796,0-30,3054,PENDING,0.0,2026-07-17
5583,903796,0-30,3054,PARTIAL,790.87,2026-07-25
5584,903803,0-30,3035,PENDING,0.0,2026-07-07
5585,903803,30-60,3035,PARTIAL,49071.9,2026-07-25
5586,903809,0-30,3014,PARTIAL,12291.98,2026-06-28
5587,903809,0-30,3014,PENDING,0.0,2026-07-11
5588,903809,30-60,3014,RECOVERED,25631.7,2026-07-25
5589,903810,30-60,3031,PENDING,0.0,2026-07-25
5590,903812,0-30,3031,PENDING,0.0,2026-07-04
5591,903812,30-60,3031,PARTIAL,37747.63,2026-07-25
5592,903820,0-30,3068,PENDING,0.0,2026-03-25
5593,903820,0-30,3068,PENDING,0.0,2026-04-14
5594,903820,0-30,3068,PENDING,0.0,2026-05-04
5595,903820,0-30,3068,PENDING,0.0,2026-05-25
5596,903820,30-60,3068,PARTIAL,20003.88,2026-06-14
5597,903820,60-90,3068,PENDING,0.0,2026-07-04
5598,903820,90+,3068,PARTIAL,40674.26,2026-07-25
5599,903824,0-30,3002,PARTIAL,61602.21,2026-07-06
5600,903824,0-30,3002,PENDING,0.0,2026-07-12
5601,903824,0-30,3002,PENDING,0.0,2026-07-18
5602,903824,0-30,3002,PENDING,0.0,2026-07-25
5603,903827,0-30,3036,PENDING,0.0,2026-07-08
5604,903827,30-60,3036,PENDING,0.0,2026-07-25
5605,903836,0-30,3046,PENDING,0.0,2025-09-08
5606,903836,0-30,3046,PENDING,0.0,2025-10-14
5607,903836,0-30,3046,PARTIAL,24960.57,2025-11-18
5608,903836,0-30,3046,PENDING,0.0,2025-12-24
5609,903836,0-30,3046,PENDING,0.0,2026-01-28
5610,903836,0-30,3046,PENDING,0.0,2026-03-05
5611,903836,0-30,3046,PARTIAL,5472.51,2026-04-09
5612,903836,30-60,3046,PENDING,0.0,2026-05-15
5613,903836,60-90,3046,PARTIAL,10257.62,2026-06-19
5614,903836,90+,3046,PENDING,0.0,2026-07-25
5615,903841,0-30,3002,PARTIAL,184947.01,2026-03-03
5616,903841,30-60,3002,PARTIAL,165118.69,2026-04-20
5617,903841,60-90,3002,PENDING,0.0,2026-06-07
5618,903841,90+,3002,WRITE_OFF,58040.16,2026-07-25
5619,903848,0-30,3008,PARTIAL,510580.59,2026-02-01
5620,903848,0-30,3008,PENDING,0.0,2026-02-26
5621,903848,0-30,3008,PENDING,0.0,2026-03-23
5622,903848,0-30,3008,PENDING,0.0,2026-04-17
5623,903848,0-30,3008,PENDING,0.0,2026-05-11
5624,903848,30-60,3008,PENDING,0.0,2026-06-05
5625,903848,60-90,3008,PENDING,0.0,2026-06-30
5626,903848,90+,3008,WRITE_OFF,90323.15,2026-07-25
5627,903856,30-60,3060,RECOVERED,2746.07,2026-07-25
5628,903865,0-30,3031,PENDING,0.0,2026-07-06
5629,903865,30-60,3031,PENDING,0.0,2026-07-25
5630,903872,0-30,3006,PARTIAL,19090.87,2026-01-26
5631,903872,0-30,3006,PENDING,0.0,2026-02-17
5632,903872,0-30,3006,PENDING,0.0,2026-03-12
5633,903872,0-30,3006,PENDING,0.0,2026-04-03
5634,903872,0-30,3006,PENDING,0.0,2026-04-26
5635,903872,0-30,3006,PENDING,0.0,2026-05-18
5636,903872,30-60,3006,PENDING,0.0,2026-06-10
5637,903872,60-90,3006,PARTIAL,7680.87,2026-07-02
5638,903872,90+,3006,WRITE_OFF,1850.6,2026-07-25
5639,903873,0-30,3037,PENDING,0.0,2025-11-27
5640,903873,0-30,3037,PENDING,0.0,2026-01-06
5641,903873,0-30,3037,PENDING,0.0,2026-02-15
5642,903873,0-30,3037,PENDING,0.0,2026-03-27
5643,903873,30-60,3037,PENDING,0.0,2026-05-06
5644,903873,60-90,3037,PARTIAL,323438.48,2026-06-15
5645,903873,90+,3037,WRITE_OFF,89617.59,2026-07-25
5646,903878,0-30,3025,PENDING,0.0,2026-01-02
5647,903878,0-30,3025,PENDING,0.0,2026-01-31
5648,903878,0-30,3025,PARTIAL,61780.42,2026-03-01
5649,903878,0-30,3025,PARTIAL,14368.89,2026-03-30
5650,903878,0-30,3025,PARTIAL,74183.35,2026-04-28
5651,903878,30-60,3025,PARTIAL,51865.52,2026-05-27
5652,903878,60-90,3025,PENDING,0.0,2026-06-25
5653,903878,90+,3025,PARTIAL,29782.39,2026-07-25
5654,903887,0-30,3057,PENDING,0.0,2025-10-13
5655,903887,0-30,3057,PENDING,0.0,2025-11-10
5656,903887,0-30,3057,PARTIAL,36028.41,2025-12-09
5657,903887,0-30,3057,PENDING,0.0,2026-01-06
5658,903887,0-30,3057,PENDING,0.0,2026-02-04
5659,903887,0-30,3057,PENDING,0.0,2026-03-04
5660,903887,0-30,3057,PENDING,0.0,2026-04-02
5661,903887,0-30,3057,PENDING,0.0,2026-04-30
5662,903887,30-60,3057,PARTIAL,107449.13,2026-05-29
5663,903887,60-90,3057,PENDING,0.0,2026-06-26
5664,903887,90+,3057,PENDING,0.0,2026-07-25
5665,903899,0-30,3025,PENDING,0.0,2026-07-08
5666,903899,30-60,3025,PENDING,0.0,2026-07-25
5667,903901,0-30,3007,PENDING,0.0,2026-07-07
5668,903901,0-30,3007,PENDING,0.0,2026-07-16
5669,903901,0-30,3007,PARTIAL,48304.18,2026-07-25
5670,903905,0-30,3068,PARTIAL,37801.42,2025-12-28
5671,903905,0-30,3068,PENDING,0.0,2026-01-18
5672,903905,0-30,3068,PARTIAL,58095.29,2026-02-08
5673,903905,0-30,3068,PARTIAL,9604.66,2026-03-01
5674,903905,0-30,3068,PARTIAL,35051.68,2026-03-22
5675,903905,0-30,3068,PENDING,0.0,2026-04-11
5676,903905,0-30,3068,PENDING,0.0,2026-05-02
5677,903905,0-30,3068,PENDING,0.0,2026-05-23
5678,903905,30-60,3068,PARTIAL,29779.85,2026-06-13
5679,903905,60-90,3068,PENDING,0.0,2026-07-04
5680,903905,90+,3068,WRITE_OFF,13948.66,2026-07-25
5681,903907,30-60,3025,PENDING,0.0,2026-05-20
5682,903907,60-90,3025,PARTIAL,7861.76,2026-06-22
5683,903907,90+,3025,PARTIAL,3007.21,2026-07-25
5684,903908,0-30,3040,PARTIAL,18035.87,2026-07-25
5685,903909,0-30,3051,PENDING,0.0,2026-07-16
5686,903909,0-30,3051,PENDING,0.0,2026-07-25
5687,903912,0-30,3029,PARTIAL,32473.91,2026-07-09
5688,903912,30-60,3029,PENDING,0.0,2026-07-25
5689,903913,30-60,3021,PENDING,0.0,2026-07-25
5690,903914,60-90,3048,PARTIAL,4375.39,2026-05-25
5691,903914,90+,3048,PARTIAL,29235.01,2026-07-25
5692,903915,30-60,3038,PARTIAL,1997.09,2026-07-25
5693,903918,0-30,3007,PENDING,0.0,2025-08-24
5694,903918,0-30,3007,PARTIAL,18530.08,2025-09-12
5695,903918,0-30,3007,PARTIAL,30734.92,2025-09-30
5696,903918,0-30,3007,PENDING,0.0,2025-10-19
5697,903918,0-30,3007,PARTIAL,13632.6,2025-11-06
5698,903918,0-30,3007,PENDING,0.0,2025-11-25
5699,903918,0-30,3007,PENDING,0.0,2025-12-14
5700,903918,0-30,3007,PARTIAL,48045.0,2026-01-01
5701,903918,0-30,3007,PENDING,0.0,2026-01-20
5702,903918,0-30,3007,PENDING,0.0,2026-02-07
5703,903918,0-30,3007,PARTIAL,19592.06,2026-02-26
5704,903918,0-30,3007,PARTIAL,6243.69,2026-03-16
5705,903918,0-30,3007,PENDING,0.0,2026-04-04
5706,903918,0-30,3007,PARTIAL,16952.67,2026-04-23
5707,903918,0-30,3007,PENDING,0.0,2026-05-11
5708,903918,0-30,3007,PENDING,0.0,2026-05-30
5709,903918,30-60,3007,PENDING,0.0,2026-06-17
5710,903918,60-90,3007,PENDING,0.0,2026-07-06
5711,903918,90+,3007,WRITE_OFF,20951.57,2026-07-25
5712,903919,90+,3049,PARTIAL,30425.67,2026-07-25
5713,903922,0-30,3032,PENDING,0.0,2026-07-25
5714,903924,0-30,3006,PARTIAL,5165.99,2025-12-30
5715,903924,0-30,3006,PARTIAL,14441.69,2026-01-25
5716,903924,0-30,3006,PENDING,0.0,2026-02-20
5717,903924,0-30,3006,PENDING,0.0,2026-03-18
5718,903924,0-30,3006,PARTIAL,5339.93,2026-04-12
5719,903924,0-30,3006,PENDING,0.0,2026-05-08
5720,903924,30-60,3006,PENDING,0.0,2026-06-03
5721,903924,60-90,3006,PARTIAL,7936.19,2026-06-29
5722,903924,90+,3006,PENDING,0.0,2026-07-25
5723,903926,0-30,3073,PARTIAL,2788.94,2026-02-07
5724,903926,0-30,3073,PARTIAL,989.03,2026-03-13
5725,903926,0-30,3073,PARTIAL,2382.86,2026-04-15
5726,903926,30-60,3073,PARTIAL,3047.28,2026-05-19
5727,903926,60-90,3073,PARTIAL,2947.73,2026-06-21
5728,903926,90+,3073,PENDING,0.0,2026-07-25
5729,903932,0-30,3021,PENDING,0.0,2026-07-25
5730,903936,30-60,3045,PARTIAL,18486.92,2026-07-25
5731,903938,0-30,3030,PENDING,0.0,2025-10-11
5732,903938,0-30,3030,PARTIAL,227354.92,2025-11-12
5733,903938,0-30,3030,PENDING,0.0,2025-12-14
5734,903938,0-30,3030,PENDING,0.0,2026-01-15
5735,903938,0-30,3030,PENDING,0.0,2026-02-16
5736,903938,0-30,3030,PARTIAL,68490.06,2026-03-19
5737,903938,0-30,3030,PENDING,0.0,2026-04-20
5738,903938,30-60,3030,PENDING,0.0,2026-05-22
5739,903938,60-90,3030,PENDING,0.0,2026-06-23
5740,903938,90+,3030,PENDING,0.0,2026-07-25
5741,903941,0-30,3070,PARTIAL,10170.13,2026-06-22
5742,903941,0-30,3070,PENDING,0.0,2026-07-03
5743,903941,0-30,3070,PENDING,0.0,2026-07-14
5744,903941,30-60,3070,PENDING,0.0,2026-07-25
5745,903944,0-30,3063,PENDING,0.0,2025-11-28
5746,903944,0-30,3063,PARTIAL,64231.5,2025-12-22
5747,903944,0-30,3063,PARTIAL,103884.34,2026-01-15
5748,903944,0-30,3063,PENDING,0.0,2026-02-08
5749,903944,0-30,3063,PARTIAL,31498.5,2026-03-04
5750,903944,0-30,3063,PENDING,0.0,2026-03-27
5751,903944,0-30,3063,PENDING,0.0,2026-04-20
5752,903944,0-30,3063,PENDING,0.0,2026-05-14
5753,903944,30-60,3063,PARTIAL,78697.16,2026-06-07
5754,903944,60-90,3063,PARTIAL,12723.11,2026-07-01
5755,903944,90+,3063,WRITE_OFF,19210.98,2026-07-25
5756,903946,0-30,3019,PENDING,0.0,2026-06-25
5757,903946,0-30,3019,PARTIAL,10306.21,2026-07-10
5758,903946,30-60,3019,PENDING,0.0,2026-07-25
5759,903954,0-30,3070,PENDING,0.0,2026-07-03
5760,903954,30-60,3070,PENDING,0.0,2026-07-25
5761,903962,0-30,3071,PENDING,0.0,2026-01-24
5762,903962,0-30,3071,PARTIAL,29616.52,2026-02-16
5763,903962,0-30,3071,PENDING,0.0,2026-03-11
5764,903962,0-30,3071,PARTIAL,32442.99,2026-04-02
5765,903962,0-30,3071,PENDING,0.0,2026-04-25
5766,903962,0-30,3071,PENDING,0.0,2026-05-18
5767,903962,30-60,3071,PENDING,0.0,2026-06-09
5768,903962,60-90,3071,PARTIAL,15358.85,2026-07-02
5769,903962,90+,3071,PENDING,0.0,2026-07-25
5770,903965,0-30,3058,PARTIAL,57483.05,2026-01-09
5771,903965,0-30,3058,PENDING,0.0,2026-02-03
5772,903965,0-30,3058,PENDING,0.0,2026-02-27
5773,903965,0-30,3058,PENDING,0.0,2026-03-24
5774,903965,0-30,3058,PENDING,0.0,2026-04-17
5775,903965,0-30,3058,PARTIAL,138553.34,2026-05-12
5776,903965,30-60,3058,PARTIAL,122704.04,2026-06-05
5777,903965,60-90,3058,PENDING,0.0,2026-06-30
5778,903965,90+,3058,PENDING,0.0,2026-07-25
5779,903969,0-30,3017,PARTIAL,13899.33,2026-02-23
5780,903969,0-30,3017,PENDING,0.0,2026-03-17
5781,903969,0-30,3017,PARTIAL,74737.88,2026-04-07
5782,903969,0-30,3017,PENDING,0.0,2026-04-29
5783,903969,0-30,3017,PENDING,0.0,2026-05-21
5784,903969,30-60,3017,PENDING,0.0,2026-06-11
5785,903969,60-90,3017,PARTIAL,82645.41,2026-07-03
5786,903969,90+,3017,PARTIAL,57670.82,2026-07-25
5787,903980,0-30,3053,PENDING,0.0,2026-06-12
5788,903980,0-30,3053,PENDING,0.0,2026-06-23
5789,903980,0-30,3053,PENDING,0.0,2026-07-03
5790,903980,0-30,3053,PENDING,0.0,2026-07-14
5791,903980,30-60,3053,PENDING,0.0,2026-07-25
5792,903982,0-30,3079,PENDING,0.0,2026-07-17
5793,903982,0-30,3079,RECOVERED,205043.66,2026-07-25
5794,903983,30-60,3078,PARTIAL,1888.57,2026-07-25
5795,903989,0-30,3066,PENDING,0.0,2026-02-28
5796,903989,0-30,3066,PENDING,0.0,2026-03-16
5797,903989,0-30,3066,PARTIAL,25733.99,2026-04-01
5798,903989,0-30,3066,PENDING,0.0,2026-04-18
5799,903989,0-30,3066,PENDING,0.0,2026-05-04
5800,903989,0-30,3066,PARTIAL,69868.12,2026-05-20
5801,903989,0-30,3066,PENDING,0.0,2026-06-06
5802,903989,30-60,3066,PENDING,0.0,2026-06-22
5803,903989,60-90,3066,PENDING,0.0,2026-07-08
5804,903989,90+,3066,PENDING,0.0,2026-07-25
5805,903990,0-30,3054,RECOVERED,39826.13,2026-07-25
5806,903991,0-30,3062,PENDING,0.0,2026-06-21
5807,903991,0-30,3062,PENDING,0.0,2026-07-08
5808,903991,30-60,3062,PARTIAL,32681.76,2026-07-25
5809,903993,0-30,3025,PENDING,0.0,2026-04-12
5810,903993,0-30,3025,PENDING,0.0,2026-05-08
5811,903993,30-60,3025,PENDING,0.0,2026-06-03
5812,903993,60-90,3025,PARTIAL,36276.35,2026-06-29
5813,903993,90+,3025,PARTIAL,12437.35,2026-07-25
5814,903995,0-30,3017,PARTIAL,132217.37,2025-11-13
5815,903995,0-30,3017,PENDING,0.0,2025-12-08
5816,903995,0-30,3017,PARTIAL,136624.56,2026-01-03
5817,903995,0-30,3017,PENDING,0.0,2026-01-28
5818,903995,0-30,3017,PENDING,0.0,2026-02-22
5819,903995,0-30,3017,PARTIAL,57707.06,2026-03-20
5820,903995,0-30,3017,PARTIAL,13409.25,2026-04-14
5821,903995,0-30,3017,PARTIAL,49511.3,2026-05-09
5822,903995,30-60,3017,PENDING,0.0,2026-06-04
5823,903995,60-90,3017,PENDING,0.0,2026-06-29
5824,903995,90+,3017,PENDING,0.0,2026-07-25
5825,903999,0-30,3054,PENDING,0.0,2025-11-28
5826,903999,0-30,3054,PENDING,0.0,2026-01-07
5827,903999,0-30,3054,PARTIAL,21446.79,2026-02-16
5828,903999,0-30,3054,PENDING,0.0,2026-03-27
5829,903999,30-60,3054,PENDING,0.0,2026-05-06
5830,903999,60-90,3054,PENDING,0.0,2026-06-15
5831,903999,90+,3054,PENDING,0.0,2026-07-25
5832,904000,0-30,3062,RECOVERED,33308.49,2026-07-25
5833,904001,0-30,3057,PENDING,0.0,2026-01-02
5834,904001,0-30,3057,PARTIAL,371211.54,2026-01-31
5835,904001,0-30,3057,PARTIAL,90432.04,2026-03-01
5836,904001,0-30,3057,PARTIAL,138462.01,2026-03-30
5837,904001,0-30,3057,PARTIAL,201256.4,2026-04-28
5838,904001,30-60,3057,PENDING,0.0,2026-05-27
5839,904001,60-90,3057,PENDING,0.0,2026-06-25
5840,904001,90+,3057,PARTIAL,185147.95,2026-07-25
5841,904005,0-30,3063,PARTIAL,100265.67,2025-10-07
5842,904005,0-30,3063,PENDING,0.0,2025-10-24
5843,904005,0-30,3063,PARTIAL,21612.96,2025-11-10
5844,904005,0-30,3063,PARTIAL,36818.13,2025-11-27
5845,904005,0-30,3063,PENDING,0.0,2025-12-14
5846,904005,0-30,3063,PENDING,0.0,2025-12-31
5847,904005,0-30,3063,PARTIAL,55874.08,2026-01-17
5848,904005,0-30,3063,PENDING,0.0,2026-02-03
5849,904005,0-30,3063,PARTIAL,51875.83,2026-02-21
5850,904005,0-30,3063,PENDING,0.0,2026-03-10
5851,904005,0-30,3063,PARTIAL,23817.06,2026-03-27
5852,904005,0-30,3063,PARTIAL,109416.23,2026-04-13
5853,904005,0-30,3063,PENDING,0.0,2026-04-30
5854,904005,0-30,3063,PENDING,0.0,2026-05-17
5855,904005,0-30,3063,PENDING,0.0,2026-06-03
5856,904005,30-60,3063,PENDING,0.0,2026-06-20
5857,904005,60-90,3063,PENDING,0.0,2026-07-07
5858,904005,90+,3063,PARTIAL,33468.98,2026-07-25
5859,904012,30-60,3012,PARTIAL,1714.06,2026-04-28
5860,904012,60-90,3012,PENDING,0.0,2026-06-11
5861,904012,90+,3012,WRITE_OFF,595.88,2026-07-25
5862,904013,0-30,3022,PARTIAL,15814.49,2026-02-13
5863,904013,0-30,3022,PENDING,0.0,2026-03-12
5864,904013,0-30,3022,PENDING,0.0,2026-04-08
5865,904013,0-30,3022,PARTIAL,34590.33,2026-05-05
5866,904013,30-60,3022,PENDING,0.0,2026-06-01
5867,904013,60-90,3022,PENDING,0.0,2026-06-28
5868,904013,90+,3022,WRITE_OFF,5548.97,2026-07-25
5869,904016,30-60,3004,PENDING,0.0,2026-07-25
5870,904019,90+,3059,WRITE_OFF,2075.92,2026-07-25
5871,904026,0-30,3053,PENDING,0.0,2026-03-25
5872,904026,30-60,3053,PENDING,0.0,2026-05-05
5873,904026,60-90,3053,PENDING,0.0,2026-06-14
5874,904026,90+,3053,WRITE_OFF,6283.75,2026-07-25
5875,904030,0-30,3032,PENDING,0.0,2026-06-28
5876,904030,30-60,3032,PARTIAL,43612.78,2026-07-25
5877,904031,60-90,3064,PARTIAL,46792.6,2026-07-25
5878,904033,0-30,3020,RECOVERED,3911.11,2026-07-25
5879,904034,0-30,3030,PENDING,0.0,2026-06-27
5880,904034,0-30,3030,PENDING,0.0,2026-07-11
5881,904034,30-60,3030,RECOVERED,89518.7,2026-07-25
5882,904036,0-30,3016,PENDING,0.0,2025-11-07
5883,904036,0-30,3016,PARTIAL,189333.99,2025-12-03
5884,904036,0-30,3016,PENDING,0.0,2025-12-29
5885,904036,0-30,3016,PENDING,0.0,2026-01-24
5886,904036,0-30,3016,PENDING,0.0,2026-02-19
5887,904036,0-30,3016,PENDING,0.0,2026-03-17
5888,904036,0-30,3016,PARTIAL,178393.65,2026-04-12
5889,904036,0-30,3016,PENDING,0.0,2026-05-08
5890,904036,30-60,3016,PENDING,0.0,2026-06-03
5891,904036,60-90,3016,PARTIAL,158897.14,2026-06-29
5892,904036,90+,3016,WRITE_OFF,3842.41,2026-07-25
5893,904047,0-30,3080,PARTIAL,7648.58,2026-07-25
5894,904050,0-30,3026,PENDING,0.0,2026-01-26
5895,904050,0-30,3026,PENDING,0.0,2026-03-03
5896,904050,0-30,3026,PARTIAL,9167.52,2026-04-08
5897,904050,30-60,3026,PARTIAL,14454.98,2026-05-14
5898,904050,60-90,3026,PENDING,0.0,2026-06-19
5899,904050,90+,3026,PARTIAL,25733.53,2026-07-25
5900,904051,0-30,3027,PENDING,0.0,2025-08-24
5901,904051,0-30,3027,PENDING,0.0,2025-09-23
5902,904051,0-30,3027,PENDING,0.0,2025-10-24
5903,904051,0-30,3027,PENDING,0.0,2025-11-23
5904,904051,0-30,3027,PARTIAL,1641557.42,2025-12-24
5905,904051,0-30,3027,PARTIAL,949849.88,2026-01-23
5906,904051,0-30,3027,PENDING,0.0,2026-02-22
5907,904051,0-30,3027,PENDING,0.0,2026-03-25
5908,904051,0-30,3027,PENDING,0.0,2026-04-24
5909,904051,30-60,3027,PENDING,0.0,2026-05-25
5910,904051,60-90,3027,PARTIAL,268289.15,2026-06-24
5911,904051,90+,3027,WRITE_OFF,581656.55,2026-07-25
5912,904054,0-30,3016,PENDING,0.0,2026-07-03
5913,904054,30-60,3016,PARTIAL,16651.38,2026-07-25
5914,904055,0-30,3035,PENDING,0.0,2026-06-16
5915,904055,0-30,3035,PENDING,0.0,2026-06-29
5916,904055,0-30,3035,PARTIAL,4175.44,2026-07-12
5917,904055,30-60,3035,PENDING,0.0,2026-07-25
5918,904057,0-30,3045,PARTIAL,52539.65,2026-06-24
5919,904057,0-30,3045,PENDING,0.0,2026-07-04
5920,904057,0-30,3045,PARTIAL,85881.35,2026-07-14
5921,904057,30-60,3045,PENDING,0.0,2026-07-25
5922,904058,30-60,3070,PENDING,0.0,2026-05-23
5923,904058,60-90,3070,PARTIAL,60238.2,2026-06-23
5924,904058,90+,3070,PENDING,0.0,2026-07-25
5925,904061,90+,3019,WRITE_OFF,2009.7,2026-07-25
5926,904064,0-30,3070,PARTIAL,100359.43,2026-06-12
5927,904064,30-60,3070,PENDING,0.0,2026-07-03
5928,904064,60-90,3070,PENDING,0.0,2026-07-25
5929,904073,0-30,3059,PENDING,0.0,2025-09-29
5930,904073,0-30,3059,PENDING,0.0,2025-10-24
5931,904073,0-30,3059,PENDING,0.0,2025-11-18
5932,904073,0-30,3059,PARTIAL,201130.1,2025-12-13
5933,904073,0-30,3059,PARTIAL,272853.92,2026-01-07
5934,904073,0-30,3059,PENDING,0.0,2026-02-01
5935,904073,0-30,3059,PENDING,0.0,2026-02-25
5936,904073,0-30,3059,PENDING,0.0,2026-03-22
5937,904073,0-30,3059,PENDING,0.0,2026-04-16
5938,904073,0-30,3059,PENDING,0.0,2026-05-11
5939,904073,30-60,3059,PENDING,0.0,2026-06-05
5940,904073,60-90,3059,PARTIAL,36800.05,2026-06-30
5941,904073,90+,3059,PENDING,0.0,2026-07-25
5942,904074,30-60,3037,PENDING,0.0,2026-07-25
5943,904077,0-30,3009,PENDING,0.0,2026-06-30
5944,904077,30-60,3009,PARTIAL,81259.69,2026-07-25
5945,904078,30-60,3022,PARTIAL,15628.91,2026-07-25
5946,904079,0-30,3041,PENDING,0.0,2026-04-12
5947,904079,30-60,3041,PENDING,0.0,2026-05-17
5948,904079,60-90,3041,PARTIAL,2434.54,2026-06-20
5949,904079,90+,3041,WRITE_OFF,1191.03,2026-07-25
5950,904080,0-30,3062,PENDING,0.0,2025-09-02
5951,904080,0-30,3062,PENDING,0.0,2025-10-02
5952,904080,0-30,3062,PENDING,0.0,2025-10-31
5953,904080,0-30,3062,PENDING,0.0,2025-11-30
5954,904080,0-30,3062,PENDING,0.0,2025-12-29
5955,904080,0-30,3062,PENDING,0.0,2026-01-28
5956,904080,0-30,3062,PENDING,0.0,2026-02-27
5957,904080,0-30,3062,PENDING,0.0,2026-03-28
5958,904080,0-30,3062,PENDING,0.0,2026-04-27
5959,904080,30-60,3062,PARTIAL,20775.48,2026-05-26
5960,904080,60-90,3062,PARTIAL,18378.07,2026-06-25
5961,904080,90+,3062,PARTIAL,9516.14,2026-07-25
5962,904081,0-30,3011,PARTIAL,11476.84,2026-07-02
5963,904081,30-60,3011,PENDING,0.0,2026-07-25
5964,904086,30-60,3059,PARTIAL,11264.97,2026-06-24
5965,904086,60-90,3059,PENDING,0.0,2026-07-25
5966,904087,0-30,3044,PENDING,0.0,2025-10-05
5967,904087,0-30,3044,PENDING,0.0,2025-11-16
5968,904087,0-30,3044,PENDING,0.0,2025-12-28
5969,904087,0-30,3044,PENDING,0.0,2026-02-08
5970,904087,0-30,3044,PENDING,0.0,2026-03-21
5971,904087,30-60,3044,PARTIAL,272289.03,2026-05-02
5972,904087,60-90,3044,PARTIAL,148742.21,2026-06-13
5973,904087,90+,3044,PENDING,0.0,2026-07-25
5974,904090,0-30,3078,PENDING,0.0,2025-10-13
5975,904090,0-30,3078,PARTIAL,466547.99,2025-10-28
5976,904090,0-30,3078,PENDING,0.0,2025-11-12
5977,904090,0-30,3078,PARTIAL,141512.34,2025-11-27
5978,904090,0-30,3078,PENDING,0.0,2025-12-12
5979,904090,0-30,3078,PENDING,0.0,2025-12-27
5980,904090,0-30,3078,PENDING,0.0,2026-01-11
5981,904090,0-30,3078,PENDING,0.0,2026-01-26
5982,904090,0-30,3078,PENDING,0.0,2026-02-10
5983,904090,0-30,3078,PENDING,0.0,2026-02-25
5984,904090,0-30,3078,PENDING,0.0,2026-03-12
5985,904090,0-30,3078,PENDING,0.0,2026-03-27
5986,904090,0-30,3078,PENDING,0.0,2026-04-11
5987,904090,0-30,3078,PENDING,0.0,2026-04-26
5988,904090,0-30,3078,PENDING,0.0,2026-05-11
5989,904090,0-30,3078,PENDING,0.0,2026-05-26
